"","has_null","wave","age","age_o","d_age","d_d_age","samerace","importance_same_race","importance_same_religion","d_importance_same_race","d_importance_same_religion","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","d_pref_o_attractive","d_pref_o_sincere","d_pref_o_intelligence","d_pref_o_funny","d_pref_o_ambitious","d_pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","d_attractive_o","d_sinsere_o","d_intelligence_o","d_funny_o","d_ambitous_o","d_shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","d_attractive_important","d_sincere_important","d_intellicence_important","d_funny_important","d_ambtition_important","d_shared_interests_important","attractive","sincere","intelligence","funny","ambition","d_attractive","d_sincere","d_intelligence","d_funny","d_ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","d_attractive_partner","d_sincere_partner","d_intelligence_partner","d_funny_partner","d_ambition_partner","d_shared_interests_partner","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","d_sports","d_tvsports","d_exercise","d_dining","d_museums","d_art","d_hiking","d_gaming","d_clubbing","d_reading","d_tv","d_theater","d_movies","d_concerts","d_music","d_shopping","d_yoga","expected_happy_with_sd_people","expected_num_interested_in_me","expected_num_matches","d_expected_happy_with_sd_people","d_expected_num_interested_in_me","d_expected_num_matches","like","guess_prob_liked","d_like","d_guess_prob_liked","met","decision","decision_o","match"
"1490",0,4,"32","27",5,"5",1,"2","6","5","8","25","15","20","20","20","0","75","10","18","18","18","10","6","10","9","6","7","5","7","9","9","7","7","4","30","10","30","20","10","0","75","10","75","18","10","10","8","5","7","10","9","7","4","7","9","9","3","7","7","1","3","2","4","7","7","4","4","4","9","9","9","9","4","4","7","2","5","5","4","4","9","3","5","5","2","9","9","9","9","3","3","7","3","3","3","3","3","9","3","3","3","3","6","18","8","6","15","11","3","5","3","5.5","0",0,0,0
"1491",0,4,"32","23",9,"10",0,"2","6","5","8","15","21","18","18","10","18","10","75","18","18","10","18","5","7","6","5","6","5","4","7","7","4","7","4","30","10","30","20","10","0","75","10","75","18","10","10","8","5","7","10","9","7","4","7","9","9","3","7","7","2","2","2","4","7","7","4","4","4","9","9","9","9","4","4","7","2","5","5","4","4","9","3","5","5","2","9","9","9","9","3","3","7","3","3","3","3","3","9","3","3","3","3","6","18","8","6","15","11","4","5","3","5.5","0",0,0,0
"1492",0,4,"32","25",7,"10",0,"2","6","5","8","15","3","50","20","2","10","10","10","75","18","10","10","4","6","7","6","5","3","4","7","7","7","4","4","30","10","30","20","10","0","75","10","75","18","10","10","8","5","7","10","9","7","4","7","9","9","7","7","8","8","10","7","7","7","7","7","9","7","9","9","9","9","4","4","7","2","5","5","4","4","9","3","5","5","2","9","9","9","9","3","3","7","3","3","3","3","3","9","3","3","3","3","6","18","8","6","15","11","8","7","7","8.5","0",1,0,0
"1493",0,4,"32","29",3,"3",1,"2","6","5","8","10","20","20","20","20","10","10","18","18","18","18","10","4","8","9","7","8","6","4","7","9","7","7","7","30","10","30","20","10","0","75","10","75","18","10","10","8","5","7","10","9","7","4","7","9","9","7","8","8","6","8","7","7","7","7","7","7","7","9","9","9","9","4","4","7","2","5","5","4","4","9","3","5","5","2","9","9","9","9","3","3","7","3","3","3","3","3","9","3","3","3","3","6","18","8","6","15","11","7","7","7","8.5","0",1,0,0
"1494",0,4,"32","29",3,"3",1,"2","6","5","8","14","20","18","24","18","6","10","18","18","75","18","10","6","7","7","6","7","6","7","7","7","7","7","7","30","10","30","20","10","0","75","10","75","18","10","10","8","5","7","10","9","7","4","7","9","9","7","7","7","6","6","5","7","7","7","7","7","4","9","9","9","9","4","4","7","2","5","5","4","4","9","3","5","5","2","9","9","9","9","3","3","7","3","3","3","3","3","9","3","3","3","3","6","18","8","6","15","11","6","6","7","5.5","0",1,0,0
"1495",1,4,"26","34",8,"10",1,"8","9","8","8","10","10","30","20","10","20","10","10","75","18","10","18","6","7","5","7","10","5","7","4","4","4","9","4","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","6","8","9","7","7","7","7","7","9","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","7","5","7","5.5","0",0,0,0
"1496",0,4,"26","22",4,"5",1,"8","9","8","8","15","20","20","20","15","10","10","18","18","18","10","10","9","7","7","10","8","7","9","7","7","9","7","7","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","6","7","7","7","7","5","7","7","7","7","7","4","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","6","4","7","2","0",0,1,0
"1497",1,4,"26","23",3,"3",0,"8","9","8","8","10","25","20","10","20","15","10","75","18","10","18","10","5","9","9","7","7","5","4","9","9","4","4","4","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","6","7","6","6","6","6","7","7","7","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","6","4","7","2","0",0,1,0
"1498",0,4,"26","26",0,"1",0,"8","9","8","8","10","20","15","20","20","15","10","18","10","18","18","10","5","5","5","5","5","5","4","4","4","4","4","4","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","5","7","8","6","7","6","4","7","7","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","6","5","7","5.5","0",0,0,0
"1499",0,4,"26","27",1,"1",0,"8","9","8","8","10","20","20","10","20","20","10","18","18","10","18","18","7","8","8","8","8","8","7","7","7","7","7","7","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","7","8","8","6","7","6","7","7","7","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","6","5","7","5.5","0",0,1,0
"1500",0,4,"26","28",2,"3",1,"8","9","8","8","10","10","20","20","20","20","10","10","18","18","18","18","4","9","8","6","7","6","4","9","7","7","7","7","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","8","8","8","8","8","8","7","7","7","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","8","7","7","8.5","0",1,0,0
"1501",0,4,"26","25",1,"1",0,"8","9","8","8","20","20","20","20","10","10","18","18","18","18","10","10","6","8","8","8","9","7","7","7","7","7","9","7","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","6","7","6","6","6","3","7","7","7","7","7","4","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","5","4","3","2","0",0,0,0
"1502",0,4,"26","35",9,"10",0,"8","9","8","8","10","32","20","12","11","15","10","75","18","10","10","10","7","8","8","8","8","8","7","7","7","7","7","7","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","8","8","8","8","8","8","7","7","7","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","7","6","7","5.5","0",1,0,0
"1503",0,4,"26","32",6,"5",0,"8","9","8","8","30","30","30","5","0","5","75","75","75","10","10","10","5","5","5","5","5","5","4","4","4","4","4","4","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","7","7","9","8","8","7","7","7","9","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","7","5","7","5.5","0",0,0,0
"1504",0,4,"26","30",4,"5",1,"8","9","8","8","20","25","15","15","15","10","18","75","10","10","10","10","8","7","7","6","6","3","7","7","7","7","7","4","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","6","7","8","8","7","7","7","7","7","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","7","5","7","5.5","0",0,0,0
"1505",0,4,"26","22",4,"5",1,"8","9","8","8","15","20","20","20","5","20","10","18","18","18","10","18","7","6","6","5","5","3","7","7","7","4","4","4","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","6","7","7","7","7","6","7","7","7","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","7","5","7","5.5","0",0,0,0
"1506",0,4,"26","23",3,"3",1,"8","9","8","8","15","15","20","15","15","20","10","10","18","10","10","18","3","5","6","4","7","1","4","4","7","4","7","4","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","8","7","7","7","7","8","7","7","7","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","8","7","7","8.5","0",1,0,0
"1507",0,4,"26","23",3,"3",1,"8","9","8","8","15","15","20","15","20","15","10","10","18","10","18","10","6","7","7","6","10","3","7","7","7","7","9","4","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","7","6","7","6","7","6","7","7","7","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","7","5","7","5.5","0",0,0,0
"1508",0,4,"26","27",1,"1",1,"8","9","8","8","25","15","20","20","20","0","75","10","18","18","18","10","8","9","8","7","8","5","7","9","7","7","7","4","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","8","7","8","7","8","5","7","7","7","7","7","4","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","7","6","7","5.5","0",1,0,0
"1509",0,4,"26","23",3,"3",0,"8","9","8","8","15","21","18","18","10","18","10","75","18","18","10","18","4","8","5","6","4","4","4","7","4","7","4","4","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","6","7","8","5","5","5","7","7","7","4","4","4","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","5","3","3","2","0",0,0,0
"1510",1,4,"26","25",1,"1",0,"8","9","8","8","15","3","50","20","2","10","10","10","75","18","10","10","7","7","8","7","7","5","7","7","7","7","7","4","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","8","8","8","8","8","8","7","7","7","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","8","6","7","5.5","0",1,1,1
"1511",0,4,"26","29",3,"3",1,"8","9","8","8","10","20","20","20","20","10","10","18","18","18","18","10","8","7","8","5","8","5","7","7","7","4","7","4","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","6","6","6","6","6","6","7","7","7","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","6","3","7","2","0",0,0,0
"1512",0,4,"26","29",3,"3",1,"8","9","8","8","14","20","18","24","18","6","10","18","18","75","18","10","7","7","7","7","7","7","7","7","7","7","7","7","40","5","20","10","10","15","75","10","18","10","10","10","8","8","8","9","9","7","7","7","9","9","6","7","7","8","7","6","7","7","7","7","7","7","8","7","8","8","6","4","8","5","8","8","8","5","8","8","8","6","3","7","7","7","7","7","3","7","3","7","7","7","3","7","7","7","7","3","6","5","3","6","7","4","7","5","7","5.5","0",0,1,0
"1513",1,4,"27","34",7,"10",1,"6","8","8","8","10","10","30","20","10","20","10","10","75","18","10","18","2","3","5","5","7","5","4","4","4","4","4","4","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","6","8","7","6","6","5","7","7","7","7","7","4","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","6","5","7","5.5","0",0,0,0
"1514",0,4,"27","22",5,"5",1,"6","8","8","8","15","20","20","20","15","10","10","18","18","18","10","10","6","6","5","5","5","6","7","7","4","4","4","7","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","6","6","6","6","6","7","7","7","7","7","7","7","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","7","4","7","2","0",0,0,0
"1515",0,4,"27","23",4,"5",0,"6","8","8","8","10","25","20","10","20","15","10","75","18","10","18","10","9","5","9","9","9","5","9","4","9","9","9","4","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","6","8","6","6","4","4","7","7","7","7","4","4","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","5","2","3","2","0",0,0,0
"1516",1,4,"27","26",1,"1",0,"6","8","8","8","10","20","15","20","20","15","10","18","10","18","18","10","6","6","7","8","6","7","4","7","7","7","7","7","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","6","8","7","7","7","4","7","7","7","7","7","4","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","8","6","7","5.5","0",1,1,1
"1517",0,4,"27","27",0,"1",0,"6","8","8","8","10","20","20","10","20","20","10","18","18","10","18","18","8","8","8","6","8","7","7","7","7","7","7","7","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","6","9","8","6","7","4","7","9","7","7","7","4","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","8","5","7","5.5","1",0,1,0
"1518",0,4,"27","28",1,"1",1,"6","8","8","8","10","10","20","20","20","20","10","10","18","18","18","18","6","8","8","8","4","7","7","7","7","7","4","7","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","8","6","7","7","7","6","7","7","7","7","7","7","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","8","4","7","2","0",1,1,1
"1519",0,4,"27","25",2,"3",0,"6","8","8","8","20","20","20","20","10","10","18","18","18","18","10","10","8","9","9","7","8","7","7","9","9","7","7","7","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","7","8","7","8","6","5","7","7","7","7","7","4","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","7","7","7","8.5","0",1,0,0
"1520",0,4,"27","35",8,"10",0,"6","8","8","8","10","32","20","12","11","15","10","75","18","10","10","10","7","8","8","6","6","6","7","7","7","7","7","7","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","7","6","6","7","7","5","7","7","7","7","7","4","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","7","5","7","5.5","0",1,0,0
"1521",0,4,"27","32",5,"5",0,"6","8","8","8","30","30","30","5","0","5","75","75","75","10","10","10","6","2","5","5","5","2","7","4","4","4","4","4","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","6","6","6","6","6","5","7","7","7","7","7","4","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","6","4","7","2","0",0,0,0
"1522",0,4,"27","30",3,"3",1,"6","8","8","8","20","25","15","15","15","10","18","75","10","10","10","10","7","7","8","7","9","5","7","7","7","7","9","4","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","6","8","6","6","5","5","7","7","7","7","4","4","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","6","2","7","2","0",0,1,0
"1523",0,4,"27","22",5,"5",1,"6","8","8","8","15","20","20","20","5","20","10","18","18","18","10","18","9","8","7","8","5","7","9","7","7","7","4","7","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","7","7","7","8","7","6","7","7","7","7","7","7","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","7","7","7","8.5","0",1,1,1
"1524",0,4,"27","23",4,"5",1,"6","8","8","8","15","15","20","15","15","20","10","10","18","10","10","18","2","3","4","5","5","2","4","4","4","4","4","4","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","7","6","6","6","6","5","7","7","7","7","7","4","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","6","4","7","2","0",0,0,0
"1525",0,4,"27","23",4,"5",1,"6","8","8","8","15","15","20","15","20","15","10","10","18","10","18","10","6","9","10","5","8","3","7","9","9","4","7","4","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","6","6","6","6","6","5","7","7","7","7","7","4","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","6","3","7","2","0",0,0,0
"1526",0,4,"27","27",0,"1",1,"6","8","8","8","25","15","20","20","20","0","75","10","18","18","18","10","9","9","9","8","8","7","9","9","9","7","7","7","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","7","7","7","6","7","6","7","7","7","7","7","7","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","7","7","7","8.5","0",1,1,1
"1527",0,4,"27","23",4,"5",0,"6","8","8","8","15","21","18","18","10","18","10","75","18","18","10","18","10","10","10","10","10","7","9","9","9","9","9","7","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","10","10","10","10","10","10","9","9","9","9","9","9","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","10","1","9","2","1",0,1,0
"1528",1,4,"27","25",2,"3",0,"6","8","8","8","15","3","50","20","2","10","10","10","75","18","10","10","7","7","7","7","7","5","7","7","7","7","7","4","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","8","7","7","6","8","6","7","7","7","7","7","7","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","7","5","7","5.5","0",0,1,0
"1529",0,4,"27","29",2,"3",1,"6","8","8","8","10","20","20","20","20","10","10","18","18","18","18","10","8","8","8","7","8","7","7","7","7","7","7","7","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","9","8","6","6","6","6","9","7","7","7","7","7","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","7","5","7","5.5","0",1,0,0
"1530",0,4,"27","29",2,"3",1,"6","8","8","8","14","20","18","24","18","6","10","18","18","75","18","10","8","8","7","8","8","8","7","7","7","7","7","7","20","15","25","15","20","5","18","10","75","10","18","10","9","8","7","9","9","9","7","7","9","9","7","8","6","8","6","6","7","7","7","7","7","7","8","3","8","9","8","8","9","5","8","7","3","8","7","6","8","3","7","7","3","7","9","7","7","9","3","7","7","3","7","7","7","7","3","7","8","3","3","8","2","4","7","5","7","5.5","0",1,1,1
"1531",1,4,"25","34",9,"10",0,"1","1","1","1","10","10","30","20","10","20","10","10","75","18","10","18","5","7","8","8","7","5","4","7","7","7","4","4","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","7","7","8","9","8","7","7","7","7","9","7","7","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","7","4","7","2","0",1,1,1
"1532",1,4,"25","22",3,"3",0,"1","1","1","1","15","20","20","20","15","10","10","18","18","18","10","10","7","7","8","10","9","8","7","7","7","9","9","7","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","8","7","8","8","7","7","7","7","7","7","7","7","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","7","3","7","2","0",1,1,1
"1533",1,4,"25","23",2,"3",0,"1","1","1","1","10","25","20","10","20","15","10","75","18","10","18","10","7","9","9","7","9","7","7","9","9","7","9","7","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","5","8","8","6","4","6","4","7","7","7","4","7","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","5","2","3","2","0",0,1,0
"1534",1,4,"25","26",1,"1",0,"1","1","1","1","10","20","15","20","20","15","10","18","10","18","18","10","6","6","6","6","6","6","7","7","7","7","7","7","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","5","9","8","9","5","6","4","9","7","9","4","7","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","5","2","3","2","0",0,1,0
"1535",1,4,"25","27",2,"3",0,"1","1","1","1","10","20","20","10","20","20","10","18","18","10","18","18","8","8","9","9","8","8","7","7","9","9","7","7","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","6","9","9","6","5","7","7","9","9","7","4","7","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","5","1","3","2","0",1,1,1
"1536",1,4,"25","28",3,"3",0,"1","1","1","1","10","10","20","20","20","20","10","10","18","18","18","18","9","9","9","8","2","7","9","9","9","7","4","7","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","8","7","9","8","10","5","7","7","9","7","9","4","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","7","1","7","2","0",1,0,0
"1537",1,4,"25","25",0,"1",0,"1","1","1","1","20","20","20","20","10","10","18","18","18","18","10","10","7","9","9","10","9","8","7","9","9","9","9","7","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","8","7","7","6","7","6","7","7","7","7","7","7","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","7","4","7","2","0",1,1,1
"1538",1,4,"25","35",10,"10",0,"1","1","1","1","10","32","20","12","11","15","10","75","18","10","10","10","5","10","8","8","8","8","4","9","7","7","7","7","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","8","9","8","7","5","8","7","9","7","7","4","7","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","6","3","7","2","0",1,0,0
"1539",1,4,"25","32",7,"10",0,"1","1","1","1","30","30","30","5","0","5","75","75","75","10","10","10","5","5","7","8","7","5","4","4","7","7","7","4","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","7","9","9","8","7","9","7","9","9","7","7","9","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","6","4","7","2","0",1,1,1
"1540",1,4,"25","30",5,"5",0,"1","1","1","1","20","25","15","15","15","10","18","75","10","10","10","10","8","8","8","6","6","2","7","7","7","7","7","4","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","7","7","8","7","6","7","7","7","7","7","7","7","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","6","4","7","2","0",1,0,0
"1541",1,4,"25","22",3,"3",0,"1","1","1","1","15","20","20","20","5","20","10","18","18","18","10","18","7","8","8","8","8","6","7","7","7","7","7","7","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","8","8","8","8","7","6","7","7","7","7","7","7","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","7","5","7","5.5","0",1,1,1
"1542",1,4,"25","23",2,"3",0,"1","1","1","1","15","15","20","15","15","20","10","10","18","10","10","18","1","6","7","7","9","4","4","7","7","7","9","4","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","8","7","7","6","7","5","7","7","7","7","7","4","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","7","1","7","2","0",1,0,0
"1543",1,4,"25","23",2,"3",0,"1","1","1","1","15","15","20","15","20","15","10","10","18","10","18","10","6","9","10","10","10","8","7","9","9","9","9","7","30","15","20","20","0","5","75","10","18","18","10","10","8","7","9","8","6","7","7","9","7","7","7","8","8","8","7","7","7","7","7","7","7","7","9","9","6","8","5","5","3","4","7","8","6","6","7","4","7","5","5","9","9","7","7","3","3","3","3","7","7","7","7","7","3","7","3","3","5","1","2","6","2","1","7","5","7","5.5","0",1,0,0
