has_null,wave,age,age_o,d_age,d_d_age,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art_x,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match,affairs,american_x,art_y,business,education,engineering,genetics,international,law,medical,nutrition,science,studies,female,male,african_x,american_y,asian_x,black_x,caucasian_x,european_x,hispanic_x,islander_x,latino_x,other_x,pacific_x,african_y,american,asian_y,black_y,caucasian_y,european_y,hispanic_y,islander_y,latino_y,other_y,pacific_y
0,1,24,27,3,3,1,2,5,5,4,35,20,20,20,0,5,75,18,18,18,10,10,8,7,6,9,7,4,7,7,7,9,7,4,45,5,25,20,0,5,75,10,75,18,10,10,7,5,10,8,3,7,4,9,7,4,5,7,8,4,6,3,4,7,7,4,7,4,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,3,3,7,9,7,7,3,3,7,9,3,9,7,7,7,3,3,4,5,3,2,7,4,6,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
0,1,24,22,2,3,1,2,5,5,4,60,0,0,40,0,0,75,10,10,75,10,10,7,6,10,6,6,5,7,7,9,7,7,4,45,5,25,20,0,5,75,10,75,18,10,10,7,5,10,8,3,7,4,9,7,4,8,5,6,6,9,6,7,4,7,7,9,7,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,3,3,7,9,7,7,3,3,7,9,3,9,7,7,7,3,3,4,5,3,2,7,4,7,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
0,1,24,22,2,3,0,2,5,5,4,19,18,19,18,14,12,18,18,18,18,10,10,10,10,10,10,10,10,9,9,9,9,9,9,45,5,25,20,0,5,75,10,75,18,10,10,7,5,10,8,3,7,4,9,7,4,5,8,9,6,3,4,4,7,9,7,4,4,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,3,3,7,9,7,7,3,3,7,9,3,9,7,7,7,3,3,4,5,3,2,7,4,6,7,7,8.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.175080576,0.803885063,0,0,0,0,0.401942532,0,0,0.401942532
0,1,24,23,1,1,1,2,5,5,4,30,5,15,40,5,5,75,10,10,75,10,10,9,9,9,9,9,9,9,9,9,9,9,9,45,5,25,20,0,5,75,10,75,18,10,10,7,5,10,8,3,7,4,9,7,4,7,9,7,6,5,7,7,9,7,7,4,7,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,3,3,7,9,7,7,3,3,7,9,3,9,7,7,7,3,3,4,5,3,2,7,4,7,8,7,8.5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
0,1,24,24,0,1,0,2,5,5,4,30,10,20,10,10,20,75,10,18,10,10,18,10,10,10,10,7,8,9,9,9,9,7,7,45,5,25,20,0,5,75,10,75,18,10,10,7,5,10,8,3,7,4,9,7,4,6,8,7,9,7,8,7,7,7,9,7,7,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,3,3,7,9,7,7,3,3,7,9,3,9,7,7,7,3,3,4,5,3,2,7,4,8,6,7,5.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.208279797,0,0,0,0,0.691599424,0,0.691599424,0,0
0,1,24,25,1,1,1,2,5,5,4,50,0,30,10,0,10,75,10,75,10,10,10,7,8,7,5,7,7,7,7,7,4,7,7,45,5,25,20,0,5,75,10,75,18,10,10,7,5,10,8,3,7,4,9,7,4,8,7,8,3,6,2,7,7,7,4,7,4,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,3,3,7,9,7,7,3,3,7,9,3,9,7,7,7,3,3,4,5,3,2,7,4,6,5,7,5.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
0,1,24,30,6,5,1,2,5,5,4,35,15,25,10,5,10,75,10,75,10,10,10,5,3,4,3,5,3,4,4,4,4,4,4,45,5,25,20,0,5,75,10,75,18,10,10,7,5,10,8,3,7,4,9,7,4,7,5,9,6,7,9,7,4,9,7,7,9,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,3,3,7,9,7,7,3,3,7,9,3,9,7,7,7,3,3,4,5,3,2,7,4,8,7,7,8.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
0,1,24,27,3,3,1,2,5,5,4,33.33,11.11,11.11,11.11,11.11,22.22,75,10,10,10,10,75,7,7,7,7,7,5,7,7,7,7,7,4,45,5,25,20,0,5,75,10,75,18,10,10,7,5,10,8,3,7,4,9,7,4,5,8,7,5,9,5,4,7,7,4,9,4,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,3,3,7,9,7,7,3,3,7,9,3,9,7,7,7,3,3,4,5,3,2,7,4,5,6,3,5.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
0,1,24,28,4,5,1,2,5,5,4,50,0,25,10,0,15,75,10,75,10,10,10,8,6,9,9,8,7,7,7,9,9,7,7,45,5,25,20,0,5,75,10,75,18,10,10,7,5,10,8,3,7,4,9,7,4,7,6,8,9,4,5,7,7,7,9,4,4,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,3,3,7,9,7,7,3,3,7,9,3,9,7,7,7,3,3,4,5,3,2,7,4,5,6,3,5.5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
0,1,24,24,0,1,1,2,5,5,4,100,0,0,0,0,0,75,10,10,10,10,10,6,5,7,7,9,7,7,4,7,7,9,7,45,5,25,20,0,5,75,10,75,18,10,10,7,5,10,8,3,7,4,9,7,4,6,7,8,7,9,8,7,7,7,7,9,7,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,3,3,7,9,7,7,3,3,7,9,3,9,7,7,7,3,3,4,5,3,2,7,4,8,7,7,8.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
1,1,25,27,2,3,1,8,4,8,4,35,20,20,20,0,5,75,18,18,18,10,10,7,8,6,5,8,4,7,7,7,4,7,4,35,10,35,10,10,0,75,10,75,10,10,10,8,9,8,9,8,7,9,7,9,7,7,9,10,7,8,9,7,9,9,7,7,9,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,3,7,7,7,3,3,7,3,3,7,7,7,7,7,3,7,7,4,2,2,2,2,1,8,7,7,8.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
1,1,25,22,3,3,1,8,4,8,4,60,0,0,40,0,0,75,10,10,75,10,10,6,7,10,6,6,5,7,7,9,7,7,4,35,10,35,10,10,0,75,10,75,10,10,10,8,9,8,9,8,7,9,7,9,7,9,7,9,8,9,7,9,7,9,7,9,7,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,3,7,7,7,3,3,7,3,3,7,7,7,7,7,3,7,7,4,2,2,2,2,1,8,7,7,8.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
1,1,25,22,3,3,0,8,4,8,4,19,18,19,18,14,12,18,18,18,18,10,10,10,10,10,10,10,10,9,9,9,9,9,9,35,10,35,10,10,0,75,10,75,10,10,10,8,9,8,9,8,7,9,7,9,7,7,9,9,7,9,7,7,9,9,7,9,7,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,3,7,7,7,3,3,7,3,3,7,7,7,7,7,3,7,7,4,2,2,2,2,1,8,7,7,8.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.175080576,0.803885063,0,0,0,0,0.401942532,0,0,0.401942532
1,1,25,23,2,3,1,8,4,8,4,30,5,15,40,5,5,75,10,10,75,10,10,7,9,8,8,8,8,7,9,7,7,7,7,35,10,35,10,10,0,75,10,75,10,10,10,8,9,8,9,8,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,3,7,7,7,3,3,7,3,3,7,7,7,7,7,3,7,7,4,2,2,2,2,1,8,7,7,8.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
1,1,25,24,1,1,0,8,4,8,4,30,10,20,10,10,20,75,10,18,10,10,18,6,10,8,6,7,5,7,9,7,7,4,4,35,10,35,10,10,0,75,10,75,10,10,10,8,9,8,9,8,7,9,7,9,7,9,10,10,10,10,10,9,9,9,9,9,9,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,3,7,7,7,3,3,7,3,3,7,7,7,7,7,3,7,7,4,2,2,2,2,1,9,5,9,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.208279797,0,0,0,0,0.691599424,0,0.691599424,0,0
1,1,25,25,0,1,1,8,4,8,4,50,0,30,10,0,10,75,10,75,10,10,10,7,6,6,6,6,6,7,7,7,7,7,7,35,10,35,10,10,0,75,10,75,10,10,10,8,9,8,9,8,7,9,7,9,7,8,10,10,7,9,9,7,9,9,7,9,9,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,3,7,7,7,3,3,7,3,3,7,7,7,7,7,3,7,7,4,2,2,2,2,1,8,5,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
1,1,25,30,5,5,1,8,4,8,4,35,15,25,10,5,10,75,10,75,10,10,10,6,3,5,4,5,4,7,4,4,4,4,4,35,10,35,10,10,0,75,10,75,10,10,10,8,9,8,9,8,7,9,7,9,7,8,9,10,7,7,9,7,9,9,7,7,9,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,3,7,7,7,3,3,7,3,3,7,7,7,7,7,3,7,7,4,2,2,2,2,1,8,7,7,8.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
1,1,25,27,2,3,1,8,4,8,4,33.33,11.11,11.11,11.11,11.11,22.22,75,10,10,10,10,75,4,5,6,4,6,4,4,4,7,4,7,4,35,10,35,10,10,0,75,10,75,10,10,10,8,9,8,9,8,7,9,7,9,7,7,9,9,8,9,7,7,9,9,7,9,7,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,3,7,7,7,3,3,7,3,3,7,7,7,7,7,3,7,7,4,2,2,2,2,1,8,7,7,8.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
1,1,25,28,3,3,1,8,4,8,4,50,0,25,10,0,15,75,10,75,10,10,10,7,7,6,8,7,7,7,7,7,7,7,7,35,10,35,10,10,0,75,10,75,10,10,10,8,9,8,9,8,7,9,7,9,7,9,9,9,9,9,9,9,9,9,9,9,9,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,3,7,7,7,3,3,7,3,3,7,7,7,7,7,3,7,7,4,2,2,2,2,1,9,7,9,8.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
1,1,25,24,1,1,1,8,4,8,4,100,0,0,0,0,0,75,10,10,10,10,10,5,6,8,5,8,6,4,7,7,4,7,7,35,10,35,10,10,0,75,10,75,10,10,10,8,9,8,9,8,7,9,7,9,7,8,7,9,7,9,7,7,7,9,7,9,7,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,3,7,7,7,3,3,7,3,3,7,7,7,7,7,3,7,7,4,2,2,2,2,1,8,7,7,8.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
0,1,23,27,4,5,1,1,1,1,1,35,20,20,20,0,5,75,18,18,18,10,10,6,7,8,7,7,5,7,7,7,7,7,4,20,20,20,20,10,10,18,18,18,18,10,10,7,8,9,7,8,7,7,9,7,7,4,10,8,5,8,7,4,9,7,4,7,7,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,3,3,7,7,7,7,7,3,7,7,7,9,7,7,7,3,7,1,2,2,2,2,1,6,7,7,8.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
0,1,23,22,1,1,1,1,1,1,1,60,0,0,40,0,0,75,10,10,75,10,10,6,5,10,6,6,5,7,4,9,7,7,4,20,20,20,20,10,10,18,18,18,18,10,10,7,8,9,7,8,7,7,9,7,7,8,7,8,10,7,8,7,7,7,9,7,7,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,3,3,7,7,7,7,7,3,7,7,7,9,7,7,7,3,7,1,2,2,2,2,1,8,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
0,1,23,22,1,1,0,1,1,1,1,19,18,19,18,14,12,18,18,18,18,10,10,10,10,10,10,10,10,9,9,9,9,9,9,20,20,20,20,10,10,18,18,18,18,10,10,7,8,9,7,8,7,7,9,7,7,4,7,8,8,6,7,4,7,7,7,7,7,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,3,3,7,7,7,7,7,3,7,7,7,9,7,7,7,3,7,1,2,2,2,2,1,4,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.175080576,0.803885063,0,0,0,0,0.401942532,0,0,0.401942532
0,1,23,23,0,1,1,1,1,1,1,30,5,15,40,5,5,75,10,10,75,10,10,7,7,7,9,9,9,7,7,7,9,9,9,20,20,20,20,10,10,18,18,18,18,10,10,7,8,9,7,8,7,7,9,7,7,8,10,7,10,7,10,7,9,7,9,7,9,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,3,3,7,7,7,7,7,3,7,7,7,9,7,7,7,3,7,1,2,2,2,2,1,8,10,7,8.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
0,1,23,24,1,1,0,1,1,1,1,30,10,20,10,10,20,75,10,18,10,10,18,8,8,9,8,8,9,7,7,9,7,7,9,20,20,20,20,10,10,18,18,18,18,10,10,7,8,9,7,8,7,7,9,7,7,6,9,8,9,8,9,7,9,7,9,7,9,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,3,3,7,7,7,7,7,3,7,7,7,9,7,7,7,3,7,1,2,2,2,2,1,7,7,7,8.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.208279797,0,0,0,0,0.691599424,0,0.691599424,0,0
0,1,23,25,2,3,1,1,1,1,1,50,0,30,10,0,10,75,10,75,10,10,10,6,6,7,7,8,7,7,7,7,7,7,7,20,20,20,20,10,10,18,18,18,18,10,10,7,8,9,7,8,7,7,9,7,7,5,10,8,4,8,2,4,9,7,4,7,4,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,3,3,7,7,7,7,7,3,7,7,7,9,7,7,7,3,7,1,2,2,2,2,1,4,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434737326,0,0,0.636790176,0.636790176,0,0,0,0,0,0,0.434931164,0,0,0.636723991,0.636723991,0,0,0,0,0
